"Date","Inbound","Peak","Outbound","Peak"
"2020-10-03 07:20:00","2.5723289213e+10","2.5723289213e+10","2.2090648848e+10","2.2090648848e+10"
"2020-10-03 07:25:00","3.0073473450e+10","3.0073473450e+10","2.5041862419e+10","2.5041862419e+10"
"2020-10-03 07:30:00","2.9238801048e+10","2.9238801048e+10","2.4683848597e+10","2.4683848597e+10"
"2020-10-03 07:35:00","2.7976154416e+10","2.7976154416e+10","2.0868476437e+10","2.0868476437e+10"
"2020-10-03 07:40:00","2.6529288554e+10","2.6529288554e+10","2.0104224323e+10","2.0104224323e+10"
"2020-10-03 07:45:00","2.4535836715e+10","2.4535836715e+10","1.9777877413e+10","1.9777877413e+10"
"2020-10-03 07:50:00","2.8653573113e+10","2.8653573113e+10","2.4254926674e+10","2.4254926674e+10"
"2020-10-03 07:55:00","2.8125289135e+10","2.8125289135e+10","2.0739001012e+10","2.0739001012e+10"
"2020-10-03 08:00:00","2.7406456662e+10","2.7406456662e+10","2.1550927400e+10","2.1550927400e+10"
"2020-10-03 08:05:00","2.6880091914e+10","2.6880091914e+10","1.8478232128e+10","1.8478232128e+10"
"2020-10-03 08:10:00","2.8664581502e+10","2.8664581502e+10","2.4458584786e+10","2.4458584786e+10"
"2020-10-03 08:15:00","2.5742484297e+10","2.5742484297e+10","2.3177013498e+10","2.3177013498e+10"
"2020-10-03 08:20:00","2.6278398872e+10","2.6278398872e+10","2.2479549166e+10","2.2479549166e+10"
"2020-10-03 08:25:00","2.6640722194e+10","2.6640722194e+10","2.3347005594e+10","2.3347005594e+10"
"2020-10-03 08:30:00","2.2582382354e+10","2.2582382354e+10","2.3833764344e+10","2.3833764344e+10"
"2020-10-03 08:35:00","2.4247366599e+10","2.4247366599e+10","2.4594643810e+10","2.4594643810e+10"
"2020-10-03 08:40:00","2.4602227000e+10","2.4602227000e+10","2.0579856281e+10","2.0579856281e+10"
"2020-10-03 08:45:00","2.4475242461e+10","2.4475242461e+10","2.4475536016e+10","2.4475536016e+10"
"2020-10-03 08:50:00","2.3164117236e+10","2.3164117236e+10","2.5065312201e+10","2.5065312201e+10"
"2020-10-03 08:55:00","2.7522027340e+10","2.7522027340e+10","2.2599274036e+10","2.2599274036e+10"
"2020-10-03 09:00:00","3.2054522007e+10","3.2054522007e+10","2.4411138439e+10","2.4411138439e+10"
"2020-10-03 09:05:00","2.9772842474e+10","2.9772842474e+10","2.2339769710e+10","2.2339769710e+10"
"2020-10-03 09:10:00","3.1642343242e+10","3.1642343242e+10","2.4560002067e+10","2.4560002067e+10"
"2020-10-03 09:15:00","2.8664571688e+10","2.8664571688e+10","2.2386255074e+10","2.2386255074e+10"
"2020-10-03 09:20:00","2.6002023890e+10","2.6002023890e+10","2.3905249559e+10","2.3905249559e+10"
"2020-10-03 09:25:00","2.8954670176e+10","2.8954670176e+10","2.5307010940e+10","2.5307010940e+10"
"2020-10-03 09:30:00","2.6909218800e+10","2.6909218800e+10","2.5863405004e+10","2.5863405004e+10"
"2020-10-03 09:35:00","2.5026253217e+10","2.5026253217e+10","2.5658577320e+10","2.5658577320e+10"
"2020-10-03 09:40:00","2.5096426295e+10","2.5096426295e+10","2.2443740409e+10","2.2443740409e+10"
"2020-10-03 09:45:00","2.7652444138e+10","2.7652444138e+10","2.5277049882e+10","2.5277049882e+10"
"2020-10-03 09:50:00","2.7564123022e+10","2.7564123022e+10","2.3626480640e+10","2.3626480640e+10"
"2020-10-03 09:55:00","2.6028710860e+10","2.6028710860e+10","2.1940271142e+10","2.1940271142e+10"
"2020-10-03 10:00:00","2.5171688066e+10","2.5171688066e+10","2.2016235877e+10","2.2016235877e+10"
"2020-10-03 10:05:00","2.3215365626e+10","2.3215365626e+10","2.3345752114e+10","2.3345752114e+10"
"2020-10-03 10:10:00","2.4180879196e+10","2.4180879196e+10","2.4510695198e+10","2.4510695198e+10"
"2020-10-03 10:15:00","2.4633455207e+10","2.4633455207e+10","2.5017725253e+10","2.5017725253e+10"
